Timestamp,M6,M6_D,M1,M1_D,M15,M15_D,M2,M2_D,M3,M3_D,M13,M13_D,M4,M4_D,M7,M7_D
2021-03-21 15:00:00,23.5,-0.20000029,24.12500048,-0.07499981,21.5250001,-0.12500047,22.20000076,0.02500009,23.89999962,0,20.60000038,0,22.5,0,23.20000076,0.10000038
2021-03-21 16:00:00,23.34999943,-0.15000057,24.12500048,0,21.44999981,-0.07500029,22.20000076,0,23.89999962,0,20.60000038,0,22.5,0,23.14000053,-0.06000023
2021-03-21 17:00:00,23.25,-0.09999943,24.25,0.12499952,21.42499971,-0.0250001,22.25,0.04999924,23.89999962,0,20.60000038,0,22.37499952,-0.12500048,23.10000038,-0.04000015
2021-03-21 18:00:00,23.22500038,-0.02499962,24.22500038,-0.02499962,21.55000019,0.12500048,22.3333327,0.0833327,23.89999962,0,20.60000038,0,22.29999924,-0.07500028,23.10000038,0
2021-03-21 19:00:00,23.27499962,0.04999924,24.20000029,-0.02500009,21.92499971,0.37499952,22.41999969,0.08666699,23.89999962,0,20.60000038,0,22.29999924,0,23.17500067,0.07500029
2021-03-21 20:00:00,23.20000076,-0.07499886,24.1666673,-0.03333299,22.13333321,0.2083335,22.5,0.08000031,23.89999962,0,20.63333384,0.03333346,22.26666641,-0.03333283,23.23333359,0.05833292
2021-03-21 21:00:00,23.20000076,0,24.1500001,-0.0166672,22.29999924,0.16666603,22.5,0,23.94999981,0.05000019,20.70000076,0.06666692,22.20000076,-0.06666565,23.25,0.01666641
2021-03-21 22:00:00,23.18000069,-0.02000007,24.4749999,0.3249998,21.93333308,-0.36666616,22.5,0,24,0.05000019,20.57500029,-0.12500047,22.12500048,-0.07500028,23.39999962,0.14999962
2021-03-21 23:00:00,23.10000038,-0.08000031,24.5,0.0250001,21.64000053,-0.29333255,22.5250001,0.0250001,24,0,20.5,-0.07500029,22.10000038,-0.0250001,23.58000031,0.18000069
2021-03-22 00:00:00,23.10000038,0,24.5,0,21.5250001,-0.11500043,22.60000038,0.07500028,24,0,20.60000038,0.10000038,22.10000038,0,23.5,-0.08000031
2021-03-22 01:00:00,23.05000019,-0.05000019,24.39999962,-0.10000038,21.4749999,-0.0500002,22.60000038,0,24,0,20.57500029,-0.02500009,22,-0.10000038,23.29999971,-0.20000029
2021-03-22 02:00:00,23,-0.05000019,24.39999962,0,21.34999943,-0.12500047,22.52000008,-0.0800003,24,0,20.5,-0.07500029,22,0,23.15000057,-0.14999914
2021-03-22 03:00:00,23,0,24.3333327,-0.06666692,21.29999924,-0.05000019,22.5,-0.02000008,24,0,20.46666654,-0.03333346,21.59999975,-0.40000025,23.10000038,-0.05000019
2021-03-22 04:00:00,22.44999981,-0.55000019,24.27499962,-0.05833308,21.32499933,0.02500009,22.44999981,-0.05000019,24,0,20.39999962,-0.06666692,21.89999962,0.29999987,23,-0.10000038
2021-03-22 05:00:00,22.89999962,0.44999981,24.25,-0.02499962,21.3333327,0.00833337,22.37499952,-0.07500029,24,0,20.39999962,0,21.89999962,0,23,0
2021-03-22 06:00:00,22.89999962,0,23.82500029,-0.42499971,21.29999924,-0.03333346,22.29999924,-0.07500028,24,0,20.39999962,0,21.89999962,0,23.02000008,0.02000008
2021-03-22 07:00:00,22.92499971,0.02500009,23.94999981,0.12499952,21.29999924,0,22.20000076,-0.09999848,24,0,20.4749999,0.07500028,21.94999981,0.05000019,23.17500067,0.15500059
2021-03-22 08:00:00,22.7249999,-0.19999981,24.20000076,0.25000095,21.22500038,-0.07499886,22.20000076,0,24,0,20.57500029,0.10000039,21.69999981,-0.25,23.12500048,-0.05000019
2021-03-22 09:00:00,22.67499971,-0.05000019,24.07500029,-0.12500047,21.5250001,0.29999972,22.20000076,0,23.67499971,-0.32500029,19.92500019,-0.6500001,21.94999981,0.25,23,-0.12500048
2021-03-22 10:00:00,22.89999962,0.22499991,24.0250001,-0.05000019,21.60000038,0.07500028,22.20000076,0,23.89999962,0.22499991,20.39999962,0.47499943,22,0.05000019,23,0
2021-03-22 11:00:00,23,0.10000038,23.67499971,-0.35000039,21.60000038,0,22.20000076,0,23.89999962,0,20.20000013,-0.19999949,22.07500029,0.07500029,23,0
2021-03-22 12:00:00,23.12500048,0.12500048,24.03333346,0.35833375,21.60000038,0,22.20000076,0,23.89999962,0,19.10000038,-1.09999975,22.10000038,0.02500009,23.0250001,0.0250001
2021-03-22 13:00:00,23.15000057,0.02500009,23.8,-0.23333346,21.6666673,0.06666692,22.20000076,0,23.89999962,0,19.75,0.64999962,22.10000038,0,23,-0.0250001
2021-03-22 14:00:00,23.10000038,-0.05000019,23.75,-0.05,21.62500048,-0.04166682,22.20000076,0,23.89999962,0,18.75,-1,22.12500048,0.0250001,23.05000019,0.05000019
2021-03-22 15:00:00,23.07500029,-0.02500009,23.82499933,0.07499933,21.84999943,0.22499895,22.20000076,0,23.79999924,-0.10000038,19.89999962,1.14999962,22.27499962,0.14999914,23.37499952,0.32499933
2021-03-22 16:00:00,22.69999981,-0.37500048,23.69999981,-0.12499952,21.75,-0.09999943,22.20000076,0,23.79999924,0,20.05000019,0.15000057,22.29999924,0.02499962,23.32499933,-0.05000019
2021-03-22 17:00:00,22.84999943,0.14999962,23.5250001,-0.17499971,21.89999962,0.14999962,22.25,0.04999924,23.79999924,0,20.3499999,0.29999971,22.29999924,0,23.29999924,-0.02500009
2021-03-22 18:00:00,23,0.15000057,23.5,-0.0250001,22.07500029,0.17500067,22.29999924,0.04999924,23.79999924,0,20.39999962,0.04999972,22.20000076,-0.09999848,23.29999924,0
2021-03-22 19:00:00,23.0250001,0.0250001,23.63333384,0.13333384,22,-0.07500029,22.29999924,0,23.84999943,0.05000019,20.37499952,-0.0250001,22.15000057,-0.05000019,23.37499952,0.07500028
2021-03-22 20:00:00,22.62499952,-0.40000058,23.62000046,-0.01333338,22.17500067,0.17500067,22.37499952,0.07500028,23.89999962,0.05000019,20.39999962,0.0250001,22.07500029,-0.07500028,23.37499952,0
