Timestamp,Mieszkanie_1,Mieszkanie_3,Mieszkanie_4,Mieszkanie_5,Mieszkanie_6,Mieszkanie_7,Mieszkanie_8
2021-03-29 00:00:00,24.010000228881836,22.25,22.329999923706055,22.940000534057617,,21.049999237060547,29.690000534057617
2021-03-29 00:01:00,24.020000457763672,22.25,22.329999923706055,22.93000030517578,22.989999771118164,21.049999237060547,29.690000534057617
2021-03-29 00:02:00,24.020000457763672,22.25,22.329999923706055,22.93000030517578,22.994999885559082,21.049999237060547,29.690000534057617
2021-03-29 00:03:00,24.020000457763672,22.25,22.329999923706055,22.93000030517578,23.0,21.049999237060547,29.690000534057617
2021-03-29 00:04:00,24.020000457763672,22.25,22.329999923706055,22.93000030517578,22.989999771118164,21.049999237060547,29.690000534057617
2021-03-29 00:05:00,24.020000457763672,22.25,22.329999923706055,22.93000030517578,23.0,21.049999237060547,29.690000534057617
2021-03-29 00:06:00,24.020000457763672,22.25,22.329999923706055,22.93000030517578,23.0,21.030000686645508,29.690000534057617
2021-03-29 00:07:00,24.020000457763672,22.25,22.324999809265137,22.93000030517578,23.0,21.030000686645508,29.690000534057617
2021-03-29 00:08:00,24.020000457763672,22.25,22.31999969482422,22.920000076293945,23.0,21.030000686645508,29.690000534057617
2021-03-29 00:09:00,24.020000457763672,22.25,22.31999969482422,22.920000076293945,23.0,21.049999237060547,29.690000534057617
2021-03-29 00:10:00,24.020000457763672,22.25,22.31999969482422,22.93000030517578,23.0,21.049999237060547,29.690000534057617
2021-03-29 00:11:00,24.020000457763672,22.260000228881836,22.31999969482422,22.93000030517578,23.0,21.049999237060547,29.690000534057617
2021-03-29 00:12:00,24.020000457763672,22.25,22.309999465942383,22.93000030517578,23.0,21.049999237060547,29.690000534057617
2021-03-29 00:13:00,24.020000457763672,22.260000228881836,22.31999969482422,22.93000030517578,23.0,21.049999237060547,29.690000534057617
2021-03-29 00:14:00,24.020000457763672,22.260000228881836,22.309999465942383,22.93000030517578,23.0,21.049999237060547,29.690000534057617
2021-03-29 00:15:00,24.020000457763672,22.25,22.309999465942383,22.93000030517578,23.0,21.049999237060547,29.690000534057617
2021-03-29 00:16:00,24.020000457763672,22.25,22.309999465942383,22.93000030517578,23.0,21.049999237060547,29.690000534057617
2021-03-29 00:17:00,24.020000457763672,22.260000228881836,22.309999465942383,22.93000030517578,23.0,21.049999237060547,29.690000534057617
2021-03-29 00:18:00,24.020000457763672,22.25,22.309999465942383,22.93000030517578,23.0,21.049999237060547,29.700000762939453
2021-03-29 00:19:00,24.020000457763672,22.260000228881836,22.309999465942383,22.940000534057617,23.0,21.049999237060547,29.700000762939453
2021-03-29 00:20:00,24.030000686645508,22.260000228881836,22.309999465942383,22.940000534057617,23.0,21.049999237060547,29.700000762939453
2021-03-29 00:21:00,24.030000686645508,22.260000228881836,22.309999465942383,22.940000534057617,23.0,21.049999237060547,29.700000762939453
2021-03-29 00:22:00,24.030000686645508,22.260000228881836,22.309999465942383,22.940000534057617,23.0,21.049999237060547,29.700000762939453
2021-03-29 00:23:00,24.020000457763672,22.260000228881836,22.309999465942383,22.940000534057617,23.0,21.049999237060547,29.709999084472656
2021-03-29 00:24:00,24.030000686645508,22.260000228881836,22.309999465942383,22.940000534057617,23.0,21.030000686645508,29.709999084472656
2021-03-29 00:25:00,24.030000686645508,22.260000228881836,22.309999465942383,22.940000534057617,23.0,21.030000686645508,29.709999084472656
2021-03-29 00:26:00,24.030000686645508,22.260000228881836,22.309999465942383,22.940000534057617,23.0,21.030000686645508,29.709999084472656
2021-03-29 00:27:00,24.030000686645508,22.260000228881836,22.309999465942383,22.940000534057617,23.0,21.030000686645508,29.709999084472656
2021-03-29 00:28:00,24.030000686645508,22.260000228881836,22.309999465942383,22.940000534057617,23.0,21.030000686645508,29.709999084472656
2021-03-29 00:29:00,24.030000686645508,22.260000228881836,22.309999465942383,22.940000534057617,23.0,21.030000686645508,29.719999313354492
2021-03-29 00:30:00,24.030000686645508,22.260000228881836,22.309999465942383,22.950000762939453,23.0,21.030000686645508,29.719999313354492
2021-03-29 00:31:00,24.040000915527344,22.260000228881836,22.309999465942383,22.950000762939453,23.0,21.030000686645508,29.719999313354492
2021-03-29 00:32:00,24.030000686645508,22.260000228881836,22.309999465942383,22.950000762939453,23.0,21.030000686645508,29.719999313354492
2021-03-29 00:33:00,24.030000686645508,22.260000228881836,22.309999465942383,22.969999313354492,23.0,21.030000686645508,29.719999313354492
2021-03-29 00:34:00,24.040000915527344,22.260000228881836,22.309999465942383,22.969999313354492,23.010000228881836,21.049999237060547,29.719999313354492
2021-03-29 00:35:00,24.030000686645508,22.260000228881836,22.309999465942383,22.97499942779541,23.010000228881836,21.049999237060547,29.719999313354492
2021-03-29 00:36:00,24.030000686645508,22.260000228881836,22.309999465942383,22.979999542236328,23.010000228881836,21.049999237060547,29.719999313354492
2021-03-29 00:37:00,24.040000915527344,22.260000228881836,22.304999351501465,22.979999542236328,23.010000228881836,21.049999237060547,29.719999313354492
2021-03-29 00:38:00,24.040000915527344,22.260000228881836,22.299999237060547,22.979999542236328,23.010000228881836,21.049999237060547,29.729999542236328
2021-03-29 00:39:00,24.030000686645508,22.260000228881836,22.299999237060547,22.989999771118164,23.010000228881836,21.049999237060547,29.729999542236328
2021-03-29 00:40:00,24.035000801086426,22.260000228881836,22.299999237060547,22.989999771118164,23.010000228881836,21.049999237060547,29.719999313354492
2021-03-29 00:41:00,24.040000915527344,22.260000228881836,22.299999237060547,22.989999771118164,23.010000228881836,21.049999237060547,29.719999313354492
2021-03-29 00:42:00,24.040000915527344,22.260000228881836,22.299999237060547,23.0,23.010000228881836,21.049999237060547,29.719999313354492
2021-03-29 00:43:00,24.040000915527344,22.260000228881836,22.296666463216145,22.989999771118164,23.010000228881836,21.049999237060547,29.719999313354492
2021-03-29 00:44:00,24.040000915527344,22.260000228881836,22.293333689371746,23.0,23.010000228881836,21.049999237060547,29.719999313354492
2021-03-29 00:45:00,24.040000915527344,22.260000228881836,22.290000915527344,23.0,23.010000228881836,21.049999237060547,29.719999313354492
2021-03-29 00:46:00,24.040000915527344,22.270000457763672,22.299999237060547,23.0,23.010000228881836,21.049999237060547,29.719999313354492
2021-03-29 00:47:00,24.040000915527344,22.270000457763672,22.299999237060547,23.0,23.010000228881836,21.049999237060547,29.719999313354492
2021-03-29 00:48:00,24.040000915527344,22.260000228881836,22.299999237060547,23.010000228881836,23.010000228881836,21.049999237060547,29.709999084472656
2021-03-29 00:49:00,24.040000915527344,22.260000228881836,22.299999237060547,23.010000228881836,23.010000228881836,21.049999237060547,29.709999084472656
2021-03-29 00:50:00,24.040000915527344,22.270000457763672,22.299999237060547,23.010000228881836,23.010000228881836,21.049999237060547,29.709999084472656
2021-03-29 00:51:00,24.040000915527344,22.270000457763672,22.299999237060547,23.020000457763672,23.010000228881836,21.049999237060547,29.700000762939453
2021-03-29 00:52:00,24.040000915527344,22.270000457763672,22.299999237060547,23.020000457763672,23.010000228881836,21.049999237060547,29.700000762939453
2021-03-29 00:53:00,24.030000686645508,22.270000457763672,22.299999237060547,23.020000457763672,23.010000228881836,21.049999237060547,29.700000762939453
2021-03-29 00:54:00,24.030000686645508,22.270000457763672,22.299999237060547,23.030000686645508,23.020000457763672,21.059999465942383,29.700000762939453
2021-03-29 00:55:00,24.030000686645508,22.270000457763672,22.299999237060547,23.030000686645508,23.020000457763672,21.049999237060547,29.700000762939453
2021-03-29 00:56:00,24.030000686645508,22.270000457763672,22.299999237060547,23.030000686645508,23.020000457763672,21.049999237060547,29.700000762939453
2021-03-29 00:57:00,24.040000915527344,22.270000457763672,22.299999237060547,23.030000686645508,23.020000457763672,21.049999237060547,29.700000762939453
2021-03-29 00:58:00,24.030000686645508,22.270000457763672,22.299999237060547,23.040000915527344,23.020000457763672,21.049999237060547,29.700000762939453
2021-03-29 00:59:00,24.040000915527344,22.270000457763672,22.290000915527344,23.040000915527344,23.020000457763672,21.049999237060547,29.700000762939453
2021-03-29 01:00:00,24.030000686645508,22.270000457763672,22.299999237060547,23.040000915527344,23.020000457763672,21.049999237060547,29.700000762939453
2021-03-29 01:01:00,24.030000686645508,22.270000457763672,22.290000915527344,23.040000915527344,23.020000457763672,21.049999237060547,29.700000762939453
2021-03-29 01:02:00,24.040000915527344,22.270000457763672,22.290000915527344,23.049999237060547,23.020000457763672,21.049999237060547,29.700000762939453
2021-03-29 01:03:00,24.030000686645508,22.270000457763672,22.290000915527344,23.049999237060547,23.020000457763672,21.049999237060547,29.700000762939453
2021-03-29 01:04:00,24.040000915527344,22.280000686645508,22.290000915527344,23.049999237060547,23.020000457763672,21.049999237060547,29.700000762939453
2021-03-29 01:05:00,24.030000686645508,22.270000457763672,22.290000915527344,23.049999237060547,23.020000457763672,21.049999237060547,29.700000762939453
2021-03-29 01:06:00,24.030000686645508,22.270000457763672,22.290000915527344,23.049999237060547,23.020000457763672,21.049999237060547,29.700000762939453
